FUND,Date,Direction,Ticker,CUSIP,Company,Shares,% of ETF
ARKG,2/9/2021,Buy,RHHBY,771195104,ROCHE HOLDING AG,"200,400",0.0697
ARKG,2/9/2021,Buy,REGN,75886F107,REGENERON PHARMACEUTICALS INC,"28,723",0.1131
ARKG,2/9/2021,Sell,CDNA,14167L103,CAREDX INC,"122,543",0.0896
ARKK,2/9/2021,Buy,REGN,75886F107,REGENERON PHARMACEUTICALS INC,"12,396",0.0225
ARKK,2/9/2021,Sell,SPLK,848637104,SPLUNK INC,"18,206",0.0116
ARKK,2/9/2021,Sell,SSYS,M85548101,STRATASYS LTD,"34,471",0.0068
ARKK,2/9/2021,Sell,MTLS,57667T100,MATERIALISE NV,"42,572",0.0129
ARKK,2/9/2021,Sell,ONVO,68620A203,ORGANOVO HOLDINGS INC,"40,960",0.0028
ARKQ,2/9/2021,Buy,EXPC,30217C109,EXPERIENCE INVESTMENT CORP,"42,659",0.0179
ARKQ,2/9/2021,Buy,PCAR,693718108,PACCAR INC,"69,427",0.1804
ARKQ,2/9/2021,Buy,KMTUY,500458401,KOMATSU LTD,"117,221",0.0928
ARKQ,2/9/2021,Sell,SSYS,M85548101,STRATASYS LTD,"68,059",0.0973
ARKQ,2/9/2021,Sell,NNDM,63008G203,NANO DIMENSION LTD,"485,600",0.2079
ARKQ,2/9/2021,Sell,SPCE,92766K106,VIRGIN GALACTIC HOLDINGS INC,"20,519",0.0311
ARKQ,2/9/2021,Sell,TSM,874039100,TAIWAN SEMICONDUCTOR MANUFACTURING CO LTD,"76,027",0.2713
ARKW,2/9/2021,Buy,TWTR,90184L102,TWITTER INC,"483,217",0.34
ARKW,2/9/2021,Buy,DKNG,26142R104,DRAFTKINGS INC,"443,500",0.3287
ARKW,2/9/2021,Buy,SHOP,82509L107,SHOPIFY INC,"29,700",0.5025
ARKW,2/9/2021,Sell,PINS,72352L106,PINTEREST INC,"344,840",0.3255
ARKW,2/9/2021,Sell,API,00851L103,AGORA INC,"99,582",0.1155
ARKW,2/9/2021,Sell,TCEHY,88032Q109,TENCENT HOLDINGS LTD,"233,369",0.2671
ARKW,2/9/2021,Sell,SE,81141R100,SEA LTD,"54,529",0.1729
ARKF,2/10/2021,Buy,PYPL,70450Y103,PAYPAL HOLDINGS INC,"4,400",0.0343
ARKF,2/10/2021,Sell,LSPD,53227R106,LIGHTSPEED POS INC,"16,600",0.0335
ARKG,2/10/2021,Buy,RHHBY,771195104,ROCHE HOLDING AG,"485,288",0.1685
ARKG,2/10/2021,Buy,NVS,66987V109,NOVARTIS AG,"87,684",0.0639
ARKG,2/10/2021,Sell,CDNA,14167L103,CAREDX INC,"76,084",0.0564
ARKK,2/10/2021,Buy,REGN,75886F107,REGENERON PHARMACEUTICALS INC,"71,033",0.1297
ARKK,2/10/2021,Buy,FATE,31189P102,FATE THERAPEUTICS INC,"11,980",0.0046
ARKK,2/10/2021,Buy,NTDOY,654445303,NINTENDO CO LTD,"10,100",0.0029
ARKK,2/10/2021,Buy,NVS,66987V109,NOVARTIS AG,"90,902",0.0307
ARKK,2/10/2021,Sell,SSYS,M85548101,STRATASYS LTD,"15,420",0.003
ARKK,2/10/2021,Sell,MTLS,57667T100,MATERIALISE NV,"16,484",0.005
ARKK,2/10/2021,Sell,SPLK,848637104,SPLUNK INC,"114,882",0.0721
ARKK,2/10/2021,Sell,ONVO,68620A203,ORGANOVO HOLDINGS INC,"31,705",0.0021
ARKQ,2/10/2021,Buy,KMTUY,500458401,KOMATSU LTD,"71,564",0.0557
ARKQ,2/10/2021,Buy,PCAR,693718108,PACCAR INC,"71,400",0.1857
ARKQ,2/10/2021,Buy,EXPC,30217C109,EXPERIENCE INVESTMENT CORP,"36,147",0.0153
ARKW,2/10/2021,Buy,SHOP,82509L107,SHOPIFY INC,"10,437",0.1788
ARKW,2/10/2021,Sell,API,00851L103,AGORA INC,"17,639",0.0204
ARKF,2/11/2021,Buy,PYPL,70450Y103,PAYPAL HOLDINGS INC,"17,056",0.1228
ARKF,2/11/2021,Sell,LSPD,53227R106,LIGHTSPEED POS INC,"71,633",0.1298
ARKG,2/11/2021,Buy,LGVW,543195101,LONGVIEW ACQUISITION CORP,"7,133",0.0013
ARKG,2/11/2021,Buy,RHHBY,771195104,ROCHE HOLDING AG,"244,902",0.0844
ARKG,2/11/2021,Buy,CMLF,18978W109,CM LIFE SCIENCES INC,"1,546,926",0.2676
ARKG,2/11/2021,Sell,PACB,69404D108,PACIFIC BIOSCIENCES OF CALIFORNIA INC,"667,121",0.2699
ARKK,2/11/2021,Buy,IRDM,46269C102,IRIDIUM COMMUNICATIONS INC,"443,799",0.0747
ARKK,2/11/2021,Buy,FATE,31189P102,FATE THERAPEUTICS INC,"35,519",0.0133
ARKK,2/11/2021,Buy,NTDOY,654445303,NINTENDO CO LTD,"46,412",0.013
ARKK,2/11/2021,Buy,NVS,66987V109,NOVARTIS AG,"194,772",0.0649
ARKK,2/11/2021,Sell,SSYS,M85548101,STRATASYS LTD,"88,371",0.0165
ARKK,2/11/2021,Sell,MTLS,57667T100,MATERIALISE NV,"40,000",0.0113
ARKK,2/11/2021,Sell,ONVO,68620A203,ORGANOVO HOLDINGS INC,"39,225",0.003
ARKQ,2/11/2021,Buy,EXPC,30217C109,EXPERIENCE INVESTMENT CORP,"188,800",0.084
ARKQ,2/11/2021,Buy,KMTUY,500458401,KOMATSU LTD,"18,000",0.0137
ARKW,2/11/2021,Buy,SHOP,82509L107,SHOPIFY INC,"9,370",0.1549
ARKG,2/12/2021,Buy,RHHBY,771195104,ROCHE HOLDING AG,"132,909",0.0454
ARKG,2/12/2021,Buy,LGVW,543195101,LONGVIEW ACQUISITION CORP,"10,037",0.0018
ARKK,2/12/2021,Buy,IRDM,46269C102,IRIDIUM COMMUNICATIONS INC,"327,629",0.0557
ARKK,2/12/2021,Buy,NTDOY,654445303,NINTENDO CO LTD,"49,837",0.0142
ARKK,2/12/2021,Buy,NVS,66987V109,NOVARTIS AG,"155,469",0.0512
ARKK,2/12/2021,Buy,FATE,31189P102,FATE THERAPEUTICS INC,"34,300",0.0125
ARKK,2/12/2021,Sell,ONVO,68620A203,ORGANOVO HOLDINGS INC,"4,400",0.0003
ARKK,2/12/2021,Sell,MTLS,57667T100,MATERIALISE NV,"15,003",0.0041
ARKQ,2/12/2021,Buy,TDY,879360105,TELEDYNE TECHNOLOGIES INC,"40,470",0.3899
ARKQ,2/12/2021,Buy,KMTUY,500458401,KOMATSU LTD,"20,000",0.0151
ARKQ,2/12/2021,Buy,ISRG,46120E602,INTUITIVE SURGICAL INC,"20,872",0.4174
ARKQ,2/12/2021,Buy,LMT,539830109,LOCKHEED MARTIN CORP,"39,456",0.3311
ARKQ,2/12/2021,Sell,SPCE,92766K106,VIRGIN GALACTIC HOLDINGS INC,"255,600",0.3487
ARKG,2/16/2021,Buy,SGFY,82671G100,SIGNIFY HEALTH INC,"360,361",0.1032
ARKG,2/16/2021,Buy,VEEV,922475108,VEEVA SYSTEMS INC,"17,771",0.0447
ARKG,2/16/2021,Buy,ABBV,00287Y109,ABBVIE INC,"121,900",0.1005
ARKG,2/16/2021,Buy,BFLY,124155102,BUTTERFLY NETWORK INC,"27,408",0.0048
ARKG,2/16/2021,Sell,TWST,90184D100,TWIST BIOSCIENCE CORP,"1,646",0.0021
ARKG,2/16/2021,Sell,PACB,69404D108,PACIFIC BIOSCIENCES OF CALIFORNIA INC,"17,049",0.0064
ARKG,2/16/2021,Sell,CDNA,14167L103,CAREDX INC,"9,220",0.0066
ARKG,2/16/2021,Sell,VCYT,92337F107,VERACYTE INC,"21,481",0.0129
ARKK,2/16/2021,Buy,NTDOY,654445303,NINTENDO CO LTD,"68,500",0.0202
ARKK,2/16/2021,Buy,BEAM,07373V105,BEAM THERAPEUTICS INC,"51,023",0.0193
ARKK,2/16/2021,Buy,FATE,31189P102,FATE THERAPEUTICS INC,"26,283",0.0096
ARKK,2/16/2021,Buy,IRDM,46269C102,IRIDIUM COMMUNICATIONS INC,"44,342",0.0078
ARKK,2/16/2021,Sell,ONVO,68620A203,ORGANOVO HOLDINGS INC,"3,367",0.0002
ARKK,2/16/2021,Sell,SSYS,M85548101,STRATASYS LTD,"28,069",0.0051
ARKK,2/16/2021,Sell,MTLS,57667T100,MATERIALISE NV,"21,152",0.0064
ARKK,2/16/2021,Sell,SPLK,848637104,SPLUNK INC,"119,650",0.0737
ARKQ,2/16/2021,Buy,AMZN,23135106,AMAZON.COM INC,"1,875",0.1509
ARKQ,2/16/2021,Buy,ISRG,46120E602,INTUITIVE SURGICAL INC,"1,793",0.0356
ARKQ,2/16/2021,Buy,LMT,539830109,LOCKHEED MARTIN CORP,"10,600",0.0886
ARKQ,2/16/2021,Buy,TDY,879360105,TELEDYNE TECHNOLOGIES INC,"4,400",0.0428
ARKQ,2/16/2021,Buy,KMTUY,500458401,KOMATSU LTD,"50,400",0.0385
